,route_number,name,street,latitude,longitude,odd,district
287,16,Вулиця В. Караджича,вул. Любінська 91,49.82266725,23.9749136,,Залізничний 
288,16,Вулиця В. Караджича,вул. Любінська 102,49.8223012,23.9725502,,Залізничний 
289,25,Вулиця В. Караджича,вул. Любінська 91,49.82266725,23.9749136,,Залізничний 
290,25,Вулиця В. Караджича,вул. Любінська 102,49.8223012,23.9725502,,Залізничний 
291,12,Вулиця В. Липинського,вул. Варшавська 1,49.8550967,24.01424695,+,Залізничний 
292,12,Вулиця В. Липинського,вул. Варшавська 2,49.85514495,24.01469882,,Залізничний 
293,28,Вулиця В. Липинського,вул. Варшавська 2,49.85514495,24.01469882,,Залізничний 
294,1А,Вулиця В. Липинського - І. Миколайчука,вул. В. Липинського (перехрестя з вул. І. Миколайчука),49.8651056,24.0523714,,Залізничний 
295,12,Вулиця В. Липинського - І. Миколайчука,вул. В. Липинського (перехрестя з вул. І. Миколайчука),49.8651056,24.0523714,,Залізничний 
296,25,Вулиця В. Липинського - І. Миколайчука,вул. В. Липинського (перехрестя з вул. І. Миколайчука),49.8651056,24.0523714,,Залізничний 
297,35,Вулиця В. Липинського - І. Миколайчука,вул. В. Липинського (перехрестя з вул. І. Миколайчука),49.8651056,24.0523714,,Залізничний 
298,53,Вулиця В. Липинського - І. Миколайчука,вул. В. Липинського (перехрестя з вул. І. Миколайчука),49.8651056,24.0523714,,Залізничний 
299,19,Вулиця В. Навроцького,вул. Зелена 149,49.8117237,24.061389,,Залізничний 
300,19,Вулиця В. Навроцького,вул. Зелена 200,49.81214,24.06060147,,Залізничний 
301,23,Вулиця В. Навроцького,вул. Зелена 149,49.8117237,24.061389,,Залізничний 
302,23,Вулиця В. Навроцького,вул. Зелена 200,49.81214,24.06060147,,Залізничний 
303,27,Вулиця В. Навроцького,вул. Зелена 149,49.8117237,24.061389,,Залізничний 
304,27,Вулиця В. Навроцького,вул. Зелена 200,49.81214,24.06060147,,Залізничний 
305,37,Вулиця В. Навроцького,вул. Зелена 149,49.8117237,24.061389,,Залізничний 
306,37,Вулиця В. Навроцького,вул. Зелена 200,49.81214,24.06060147,,Залізничний 
307,40,Вулиця В. Навроцького,вул. Зелена 149,49.8117237,24.061389,,Залізничний 
308,40,Вулиця В. Навроцького,вул. Зелена 200,49.81214,24.06060147,,Залізничний 
309,46,Вулиця В. Навроцького,вул. Зелена 149,49.8117237,24.061389,,Залізничний 
310,46,Вулиця В. Навроцького,вул. Зелена 200,49.81214,24.06060147,,Залізничний 
311,47А,Вулиця В. Навроцького,вул. Зелена 149,49.8117237,24.061389,,Залізничний 
312,47А,Вулиця В. Навроцького,вул. Зелена 200,49.81214,24.06060147,,Залізничний 
313,7,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,,Сихівський
314,7,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
315,11,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,,Сихівський
316,11,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
317,14,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,+,Сихівський
318,14,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
319,23,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,,Сихівський
320,23,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
321,32,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,,Сихівський
322,32,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
323,38,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,,Сихівський
324,38,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
325,40,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,,Сихівський
326,40,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
327,41,Вулиця В. Чукаріна,"вул. Хуторівка (вул. В. Чукаріна, 28)",49.79981513,24.04169021,,Сихівський
328,41,Вулиця В. Чукаріна,"вул. Хуторівка (навпроти вул. В. Чукаріна, 30)",49.79981513,24.04169021,,Сихівський
329,12,Вулиця В. Щурата,вул. В. Щурата 12,49.8804635,24.03795952,,Залізничний 
330,17,Вулиця В. Щурата,вул. В. Щурата 12,49.8804635,24.03795952,,Залізничний 
331,19,Вулиця В. Щурата,вул. В. Щурата 12,49.8804635,24.03795952,,Залізничний 
332,26,Вулиця В. Щурата,вул. В. Щурата 12,49.8804635,24.03795952,+,Залізничний 
333,7,Вулиця Варшавська,просп. В. Чорновола 103,49.8661606,24.015563,,Шевченківський
334,7,Вулиця Варшавська,просп. В. Чорновола (напроти № 101),49.8655769,24.01561539,,Шевченківський
335,8,Вулиця Варшавська,просп. В. Чорновола 103,49.8661606,24.015563,+,Шевченківський
336,8,Вулиця Варшавська,просп. В. Чорновола (напроти № 101),49.8655769,24.01561539,,Шевченківський
337,17,Вулиця Варшавська,просп. В. Чорновола 103,49.8661606,24.015563,+,Шевченківський
338,17,Вулиця Варшавська,просп. В. Чорновола (напроти № 101),49.8655769,24.01561539,,Шевченківський
